order_id,date,customer,region,product,quantity,price,total_sale,month
41,2025-12-31,Valeria,Centro,Laptop,2,1200.5,2401.0,2025-12
42,2025-09-26,Sofia,Este,Keyboard,2,64.35,128.7,2025-09
43,2024-09-22,Jorge,Oeste,Tablet,3,657.14,1971.42,2024-09
44,2024-07-04,Carlos,Norte,Keyboard,4,60.74,242.96,2024-07
45,2024-10-24,Diego,Sur,Monitor,2,223.54,447.08,2024-10
46,2024-05-29,Maria,Sur,Mouse,2,39.67,79.34,2024-05
47,2024-01-22,Diego,Este,Tablet,4,266.49,1065.96,2024-01
48,2024-07-17,Carlos,Oeste,Mouse,3,23.6,70.80000000000001,2024-07
49,2025-01-21,Luis,Oeste,Keyboard,2,86.86,173.72,2025-01
50,2025-03-15,Jorge,Sur,Mouse,4,21.16,84.64,2025-03
51,2025-11-28,Valeria,Norte,Headphones,3,102.72,308.15999999999997,2025-11
52,2024-09-16,Maria,Este,Headphones,3,100.84,302.52,2024-09
53,2025-03-04,Ana,Oeste,Mouse,4,38.77,155.08,2025-03
54,2024-06-15,Carlos,Centro,Headphones,3,110.48,331.44,2024-06
55,2025-10-08,Sofia,Centro,Mouse,5,26.94,134.70000000000002,2025-10
56,2024-07-31,Carlos,Centro,Mouse,5,17.32,86.6,2024-07
57,2025-08-12,Ana,Sur,Mouse,3,19.97,59.91,2025-08
58,2025-10-18,Diego,Sur,Monitor,2,563.91,1127.82,2025-10
59,2024-09-01,Diego,Norte,Monitor,3,443.0,1329.0,2024-09
60,2024-10-10,Luis,Norte,Headphones,1,161.97,161.97,2024-10
61,2025-09-08,Ana,Este,Laptop,4,1091.79,4367.16,2025-09
62,2025-06-23,Jorge,Centro,Headphones,2,99.67,199.34,2025-06
63,2025-10-30,Luis,Centro,Headphones,2,56.03,112.06,2025-10
64,2025-07-07,Diego,Oeste,Headphones,3,109.94,329.82,2025-07
65,2025-06-10,Diego,Centro,Headphones,3,99.47,298.40999999999997,2025-06
66,2024-05-13,Luis,Sur,Laptop,1,1089.58,1089.58,2024-05
67,2025-10-11,Carlos,Norte,Headphones,3,57.15,171.45,2025-10
68,2025-11-23,Diego,Oeste,Keyboard,2,79.69,159.38,2025-11
69,2024-07-20,Maria,Este,Mouse,4,33.79,135.16,2024-07
70,2025-03-17,Valeria,Este,Keyboard,2,60.26,120.52,2025-03
71,2024-02-04,Sofia,Sur,Keyboard,2,87.36,174.72,2024-02
72,2024-09-28,Luis,Oeste,Headphones,3,38.16,114.47999999999999,2024-09
73,2025-03-17,Luis,Centro,Laptop,4,1421.56,5686.24,2025-03
74,2025-09-26,Maria,Este,Headphones,1,102.89,102.89,2025-09
75,2025-11-24,Ana,Este,Monitor,5,261.9,1309.5,2025-11
76,2024-07-31,Carlos,Centro,Mouse,2,34.58,69.16,2024-07
77,2025-07-02,Valeria,Este,Laptop,2,1184.26,2368.52,2025-07
78,2025-12-22,Diego,Norte,Mouse,1,29.71,29.71,2025-12
79,2024-12-02,Valeria,Centro,Keyboard,4,100.13,400.52,2024-12
80,2024-12-14,Ana,Oeste,Headphones,3,143.53,430.59000000000003,2024-12
81,2024-01-28,Jorge,Sur,Headphones,3,108.58,325.74,2024-01
82,2025-03-31,Maria,Norte,Tablet,6,411.87,2471.2200000000003,2025-03
83,2025-03-02,Diego,Centro,Keyboard,1,50.03,50.03,2025-03
84,2024-05-21,Valeria,Centro,Tablet,3,767.59,2302.77,2024-05
85,2025-06-16,Carlos,Oeste,Monitor,2,225.29,450.58,2025-06
86,2024-07-23,Carlos,Oeste,Laptop,1,1385.3,1385.3,2024-07
87,2024-12-22,Ana,Sur,Monitor,3,430.08,1290.24,2024-12
88,2025-02-25,Diego,Norte,Headphones,1,186.73,186.73,2025-02
89,2024-12-09,Diego,Sur,Tablet,3,596.28,1788.84,2024-12
90,2025-04-01,Luis,Oeste,Headphones,4,66.57,266.28,2025-04
91,2024-12-06,Maria,Este,Headphones,2,118.64,237.28,2024-12
92,2024-09-02,Carlos,Oeste,Headphones,2,95.01,190.02,2024-09
93,2024-08-17,Ana,Oeste,Keyboard,4,103.36,413.44,2024-08
94,2025-11-23,Carlos,Este,Keyboard,3,112.18,336.54,2025-11
95,2025-01-16,Carlos,Norte,Laptop,6,1392.64,8355.84,2025-01
96,2025-08-02,Carlos,Centro,Headphones,4,182.88,731.52,2025-08
97,2025-08-22,Ana,Centro,Tablet,3,433.7,1301.1,2025-08
98,2025-06-14,Diego,Sur,Monitor,2,492.79,985.58,2025-06
99,2025-01-25,Luis,Oeste,Monitor,5,453.12,2265.6,2025-01
100,2025-11-29,Jorge,Norte,Laptop,2,1263.06,2526.12,2025-11
101,2024-05-23,Sofia,Centro,Monitor,2,397.85,795.7,2024-05
102,2025-12-03,Sofia,Este,Headphones,2,125.13,250.26,2025-12
103,2024-12-14,Luis,Sur,Keyboard,3,95.37,286.11,2024-12
104,2025-06-15,Jorge,Este,Laptop,3,1017.26,3051.7799999999997,2025-06
105,2025-02-12,Maria,Este,Tablet,2,703.18,1406.36,2025-02
106,2024-06-06,Diego,Este,Mouse,2,24.73,49.46,2024-06
107,2025-09-21,Valeria,Norte,Tablet,3,703.16,2109.48,2025-09
108,2024-06-26,Valeria,Sur,Mouse,2,20.39,40.78,2024-06
109,2025-05-20,Diego,Norte,Laptop,5,1230.24,6151.2,2025-05
110,2025-01-15,Ana,Oeste,Keyboard,2,55.2,110.4,2025-01
111,2025-03-11,Diego,Norte,Monitor,4,265.92,1063.68,2025-03
112,2025-11-26,Jorge,Norte,Laptop,3,1117.24,3351.7200000000003,2025-11
113,2025-10-13,Carlos,Centro,Laptop,4,1489.85,5959.4,2025-10
114,2024-07-29,Sofia,Oeste,Headphones,4,123.02,492.08,2024-07
115,2025-10-03,Diego,Oeste,Laptop,4,1295.72,5182.88,2025-10
116,2024-01-04,Maria,Centro,Laptop,3,1239.41,3718.2300000000005,2024-01
117,2024-12-20,Sofia,Centro,Laptop,1,1180.41,1180.41,2024-12
118,2025-12-03,Maria,Norte,Tablet,4,312.81,1251.24,2025-12
119,2024-02-28,Ana,Centro,Tablet,6,271.86,1631.16,2024-02
120,2024-08-28,Luis,Este,Laptop,3,934.08,2802.2400000000002,2024-08
121,2025-06-04,Maria,Este,Mouse,5,25.37,126.85000000000001,2025-06
122,2025-08-25,Jorge,Centro,Monitor,3,560.16,1680.48,2025-08
123,2024-09-06,Valeria,Este,Laptop,4,963.94,3855.76,2024-09
124,2024-09-12,Luis,Norte,Headphones,3,109.17,327.51,2024-09
125,2025-06-04,Jorge,Este,Tablet,4,563.5,2254.0,2025-06
126,2024-11-08,Jorge,Sur,Laptop,3,911.51,2734.5299999999997,2024-11
127,2025-01-02,Diego,Centro,Monitor,2,508.44,1016.88,2025-01
128,2024-10-04,Jorge,Este,Headphones,2,148.37,296.74,2024-10
129,2025-12-31,Diego,Centro,Tablet,2,322.69,645.38,2025-12
130,2024-02-15,Sofia,Este,Monitor,1,416.64,416.64,2024-02
131,2024-04-02,Luis,Centro,Monitor,2,216.12,432.24,2024-04
132,2025-10-05,Luis,Norte,Headphones,4,62.29,249.16,2025-10
133,2025-02-23,Ana,Norte,Mouse,3,38.11,114.33,2025-02
134,2025-05-10,Carlos,Este,Laptop,1,1394.5,1394.5,2025-05
135,2025-10-01,Valeria,Centro,Monitor,2,478.06,956.12,2025-10
136,2024-05-20,Diego,Centro,Mouse,1,28.0,28.0,2024-05
137,2024-07-17,Maria,Este,Headphones,2,86.61,173.22,2024-07
138,2024-11-22,Carlos,Centro,Monitor,2,419.48,838.96,2024-11
139,2025-05-01,Valeria,Oeste,Laptop,2,919.85,1839.7,2025-05
140,2025-12-22,Maria,Centro,Keyboard,1,62.82,62.82,2025-12
141,2025-04-12,Carlos,Centro,Tablet,3,558.74,1676.22,2025-04
142,2025-12-29,Maria,Oeste,Monitor,2,307.29,614.58,2025-12
143,2025-07-19,Carlos,Sur,Monitor,1,329.65,329.65,2025-07
144,2024-04-28,Valeria,Norte,Tablet,1,284.56,284.56,2024-04
145,2024-01-07,Valeria,Este,Monitor,2,393.16,786.32,2024-01
146,2025-04-04,Luis,Sur,Headphones,4,147.6,590.4,2025-04
147,2024-10-30,Diego,Centro,Mouse,3,39.64,118.92,2024-10
148,2025-10-31,Diego,Norte,Laptop,3,1272.32,3816.96,2025-10
149,2025-10-29,Ana,Centro,Monitor,2,395.96,791.92,2025-10
150,2024-07-15,Valeria,Centro,Monitor,3,512.05,1536.1499999999999,2024-07
151,2024-08-21,Sofia,Sur,Keyboard,2,69.03,138.06,2024-08
152,2024-02-25,Maria,Centro,Mouse,2,33.95,67.9,2024-02
153,2024-06-18,Maria,Oeste,Tablet,3,462.99,1388.97,2024-06
154,2025-02-05,Valeria,Oeste,Monitor,4,466.62,1866.48,2025-02
155,2024-03-15,Jorge,Oeste,Monitor,3,242.68,728.04,2024-03
156,2024-02-28,Luis,Oeste,Tablet,4,471.5,1886.0,2024-02
157,2025-06-16,Maria,Centro,Tablet,2,677.91,1355.82,2025-06
158,2024-06-08,Ana,Este,Laptop,1,1298.66,1298.66,2024-06
159,2025-11-26,Carlos,Centro,Laptop,2,1348.17,2696.34,2025-11
160,2024-05-22,Luis,Norte,Headphones,1,157.93,157.93,2024-05
161,2025-08-22,Sofia,Sur,Laptop,2,1480.43,2960.86,2025-08
162,2024-08-16,Ana,Este,Monitor,4,596.24,2384.96,2024-08
163,2024-05-01,Sofia,Oeste,Laptop,2,1197.45,2394.9,2024-05
164,2024-11-23,Sofia,Centro,Tablet,2,554.77,1109.54,2024-11
165,2025-02-01,Luis,Norte,Laptop,5,1299.79,6498.95,2025-02
166,2024-09-17,Luis,Norte,Tablet,3,535.82,1607.46,2024-09
167,2024-03-04,Sofia,Oeste,Headphones,3,70.84,212.52,2024-03
168,2025-03-08,Carlos,Norte,Mouse,3,20.76,62.28,2025-03
169,2025-10-14,Maria,Este,Tablet,2,471.59,943.18,2025-10
170,2024-03-18,Sofia,Oeste,Monitor,3,319.5,958.5,2024-03
171,2025-04-20,Maria,Oeste,Tablet,4,654.46,2617.84,2025-04
172,2024-07-11,Jorge,Centro,Mouse,2,21.91,43.82,2024-07
173,2025-11-04,Carlos,Oeste,Laptop,1,1163.33,1163.33,2025-11
174,2024-12-13,Valeria,Norte,Laptop,2,1371.17,2742.34,2024-12
175,2024-07-16,Luis,Este,Tablet,2,700.62,1401.24,2024-07
176,2024-08-24,Sofia,Sur,Keyboard,3,75.68,227.04000000000002,2024-08
177,2024-01-11,Carlos,Norte,Keyboard,2,113.11,226.22,2024-01
178,2024-07-04,Diego,Sur,Laptop,2,1082.39,2164.78,2024-07
179,2025-08-22,Diego,Este,Keyboard,4,57.05,228.2,2025-08
180,2024-12-07,Carlos,Sur,Laptop,2,1334.43,2668.86,2024-12
181,2024-05-01,Diego,Norte,Keyboard,4,76.81,307.24,2024-05
182,2025-04-24,Diego,Sur,Headphones,3,173.76,521.28,2025-04
183,2024-06-10,Sofia,Centro,Mouse,4,37.42,149.68,2024-06
184,2025-03-02,Luis,Sur,Mouse,4,39.78,159.12,2025-03
185,2024-03-01,Jorge,Sur,Keyboard,2,98.74,197.48,2024-03
186,2025-05-27,Luis,Sur,Keyboard,6,62.15,372.9,2025-05
187,2025-08-20,Ana,Sur,Keyboard,3,66.32,198.95999999999998,2025-08
188,2025-03-26,Ana,Este,Headphones,2,186.3,372.6,2025-03
189,2024-07-21,Carlos,Centro,Monitor,2,520.72,1041.44,2024-07
190,2025-09-28,Maria,Sur,Headphones,2,107.59,215.18,2025-09
191,2024-05-01,Carlos,Centro,Monitor,5,408.8,2044.0,2024-05
192,2025-09-18,Sofia,Este,Mouse,4,20.31,81.24,2025-09
193,2024-10-09,Maria,Sur,Laptop,3,1351.38,4054.1400000000003,2024-10
194,2024-09-12,Ana,Sur,Monitor,3,367.23,1101.69,2024-09
195,2025-05-08,Ana,Este,Mouse,4,27.32,109.28,2025-05
196,2025-10-03,Diego,Oeste,Keyboard,3,99.04,297.12,2025-10
197,2024-03-13,Sofia,Sur,Laptop,5,1297.61,6488.049999999999,2024-03
198,2025-09-04,Luis,Centro,Keyboard,1,91.44,91.44,2025-09
199,2025-01-23,Ana,Norte,Keyboard,4,112.31,449.24,2025-01
200,2025-12-04,Luis,Oeste,Laptop,3,1476.12,4428.36,2025-12
201,2024-02-19,Valeria,Centro,Keyboard,2,97.58,195.16,2024-02
202,2025-10-03,Luis,Este,Headphones,4,141.33,565.32,2025-10
203,2025-08-22,Sofia,Centro,Keyboard,3,97.94,293.82,2025-08
204,2024-09-02,Carlos,Sur,Monitor,4,228.92,915.68,2024-09
205,2024-12-08,Jorge,Este,Mouse,3,34.1,102.30000000000001,2024-12
206,2024-08-27,Jorge,Sur,Mouse,1,16.59,16.59,2024-08
207,2025-06-17,Maria,Este,Keyboard,5,51.47,257.35,2025-06
208,2025-05-27,Luis,Norte,Headphones,2,64.15,128.3,2025-05
209,2025-04-22,Maria,Sur,Monitor,2,339.65,679.3,2025-04
210,2024-06-12,Sofia,Oeste,Monitor,2,441.97,883.94,2024-06
211,2025-04-26,Luis,Norte,Mouse,1,22.69,22.69,2025-04
212,2024-01-30,Maria,Sur,Headphones,3,80.26,240.78000000000003,2024-01
213,2024-06-17,Carlos,Centro,Tablet,2,649.48,1298.96,2024-06
214,2024-02-08,Ana,Sur,Laptop,1,1483.28,1483.28,2024-02
215,2025-12-16,Jorge,Centro,Headphones,3,93.99,281.96999999999997,2025-12
216,2025-02-26,Maria,Oeste,Mouse,5,37.97,189.85,2025-02
217,2024-11-14,Carlos,Oeste,Tablet,1,486.79,486.79,2024-11
218,2024-12-05,Diego,Oeste,Keyboard,3,80.6,241.79999999999998,2024-12
219,2025-06-13,Maria,Este,Keyboard,2,97.5,195.0,2025-06
220,2024-01-14,Carlos,Centro,Tablet,3,295.12,885.36,2024-01
221,2025-04-03,Diego,Sur,Monitor,2,219.93,439.86,2025-04
222,2025-03-05,Luis,Norte,Monitor,1,202.02,202.02,2025-03
223,2024-05-20,Diego,Este,Mouse,2,28.68,57.36,2024-05
224,2025-11-18,Carlos,Norte,Laptop,1,1292.33,1292.33,2025-11
225,2024-05-25,Luis,Este,Keyboard,2,104.21,208.42,2024-05
226,2024-09-28,Jorge,Centro,Mouse,4,24.56,98.24,2024-09
227,2025-11-09,Valeria,Este,Monitor,1,312.88,312.88,2025-11
228,2025-08-20,Jorge,Norte,Laptop,2,933.58,1867.16,2025-08
229,2024-01-31,Carlos,Centro,Mouse,1,36.21,36.21,2024-01
230,2024-05-15,Luis,Sur,Mouse,5,16.08,80.39999999999999,2024-05
231,2024-11-01,Maria,Oeste,Laptop,4,1118.44,4473.76,2024-11
232,2025-12-28,Valeria,Sur,Monitor,4,584.79,2339.16,2025-12
233,2025-12-28,Valeria,Este,Keyboard,3,79.66,238.98,2025-12
234,2024-10-20,Carlos,Centro,Tablet,2,348.35,696.7,2024-10
235,2024-08-01,Carlos,Norte,Mouse,3,31.81,95.42999999999999,2024-08
236,2025-02-12,Carlos,Este,Keyboard,3,119.64,358.92,2025-02
237,2025-05-27,Maria,Sur,Keyboard,2,89.8,179.6,2025-05
238,2025-05-10,Carlos,Centro,Mouse,3,36.44,109.32,2025-05
239,2025-03-14,Sofia,Oeste,Tablet,3,410.41,1231.23,2025-03
240,2024-10-14,Ana,Este,Laptop,4,1270.0,5080.0,2024-10
241,2025-05-14,Luis,Centro,Tablet,2,422.0,844.0,2025-05
242,2025-10-25,Luis,Centro,Headphones,5,139.04,695.1999999999999,2025-10
243,2025-04-05,Jorge,Centro,Laptop,5,1485.39,7426.950000000001,2025-04
244,2024-12-03,Carlos,Este,Monitor,1,393.05,393.05,2024-12
245,2025-11-27,Ana,Sur,Laptop,1,944.59,944.59,2025-11
246,2025-06-03,Diego,Sur,Headphones,5,107.78,538.9,2025-06
247,2024-09-30,Valeria,Oeste,Headphones,5,164.23,821.15,2024-09
248,2024-02-08,Maria,Este,Headphones,3,84.89,254.67000000000002,2024-02
249,2024-11-14,Carlos,Norte,Monitor,3,486.21,1458.6299999999999,2024-11
250,2025-02-17,Sofia,Este,Mouse,5,34.25,171.25,2025-02
251,2025-07-17,Diego,Oeste,Keyboard,5,73.9,369.5,2025-07
252,2025-06-03,Diego,Sur,Keyboard,1,50.78,50.78,2025-06
253,2024-02-12,Maria,Oeste,Headphones,3,49.29,147.87,2024-02
254,2025-07-14,Valeria,Oeste,Laptop,7,1072.74,7509.18,2025-07
255,2024-12-11,Diego,Este,Laptop,2,1058.42,2116.84,2024-12
256,2024-01-19,Sofia,Centro,Keyboard,2,86.03,172.06,2024-01
257,2024-10-17,Diego,Oeste,Tablet,3,741.97,2225.91,2024-10
258,2025-03-18,Maria,Norte,Mouse,3,17.94,53.82000000000001,2025-03
259,2025-07-22,Ana,Centro,Headphones,2,79.17,158.34,2025-07
260,2025-10-14,Jorge,Norte,Tablet,2,520.45,1040.9,2025-10
261,2024-10-30,Valeria,Norte,Laptop,3,987.19,2961.57,2024-10
262,2025-01-21,Carlos,Centro,Monitor,4,435.8,1743.2,2025-01
263,2025-09-10,Ana,Norte,Keyboard,2,74.86,149.72,2025-09
264,2024-07-12,Valeria,Oeste,Tablet,3,433.43,1300.29,2024-07
265,2024-12-31,Ana,Oeste,Mouse,3,24.81,74.42999999999999,2024-12
266,2025-10-31,Maria,Sur,Laptop,3,1104.08,3312.24,2025-10
267,2025-03-28,Ana,Norte,Laptop,3,1293.36,3880.08,2025-03
268,2024-07-20,Sofia,Oeste,Mouse,6,19.61,117.66,2024-07
269,2025-03-17,Valeria,Centro,Monitor,3,234.11,702.33,2025-03
270,2024-10-24,Maria,Sur,Headphones,4,111.5,446.0,2024-10
271,2025-03-25,Maria,Este,Laptop,6,940.47,5642.82,2025-03
272,2024-10-21,Maria,Norte,Headphones,7,49.81,348.67,2024-10
273,2025-09-19,Carlos,Centro,Tablet,3,396.94,1190.82,2025-09
274,2024-04-21,Valeria,Oeste,Monitor,4,526.69,2106.76,2024-04
275,2025-11-17,Jorge,Este,Mouse,4,28.36,113.44,2025-11
276,2025-10-09,Luis,Centro,Mouse,2,31.25,62.5,2025-10
277,2024-04-26,Maria,Este,Laptop,2,984.03,1968.06,2024-04
278,2025-04-08,Ana,Sur,Monitor,1,375.56,375.56,2025-04
279,2024-04-27,Ana,Oeste,Mouse,2,19.93,39.86,2024-04
280,2025-07-07,Ana,Este,Headphones,2,44.32,88.64,2025-07
281,2025-12-21,Diego,Este,Laptop,2,1306.93,2613.86,2025-12
282,2025-03-28,Jorge,Sur,Keyboard,4,61.34,245.36,2025-03
283,2025-03-08,Carlos,Este,Mouse,3,16.13,48.39,2025-03
284,2024-02-17,Diego,Oeste,Laptop,3,1125.0,3375.0,2024-02
285,2024-09-21,Diego,Centro,Keyboard,4,93.55,374.2,2024-09
286,2025-12-05,Maria,Norte,Laptop,3,1452.33,4356.99,2025-12
287,2025-10-28,Diego,Este,Mouse,3,39.89,119.67,2025-10
288,2024-11-08,Carlos,Oeste,Monitor,2,545.29,1090.58,2024-11
289,2024-07-20,Diego,Centro,Laptop,3,1458.06,4374.18,2024-07
290,2025-02-13,Ana,Oeste,Monitor,1,207.18,207.18,2025-02
291,2024-07-26,Luis,Norte,Tablet,4,320.83,1283.32,2024-07
292,2025-07-04,Valeria,Oeste,Laptop,5,1428.82,7144.099999999999,2025-07
293,2025-07-31,Ana,Centro,Keyboard,6,84.18,505.08000000000004,2025-07
294,2024-10-25,Ana,Sur,Tablet,3,494.7,1484.1,2024-10
295,2024-12-03,Valeria,Centro,Mouse,3,17.94,53.82000000000001,2024-12
296,2024-01-17,Sofia,Este,Monitor,4,308.34,1233.36,2024-01
297,2024-01-06,Luis,Norte,Keyboard,2,117.45,234.9,2024-01
298,2025-07-22,Jorge,Sur,Headphones,1,194.96,194.96,2025-07
299,2024-05-09,Valeria,Norte,Tablet,1,408.67,408.67,2024-05
300,2024-04-05,Valeria,Norte,Headphones,1,166.77,166.77,2024-04
301,2025-08-24,Luis,Oeste,Keyboard,5,61.44,307.2,2025-08
302,2025-04-09,Luis,Sur,Laptop,2,1474.03,2948.06,2025-04
303,2024-02-15,Jorge,Oeste,Tablet,3,399.45,1198.35,2024-02
304,2024-03-19,Sofia,Sur,Monitor,3,365.24,1095.72,2024-03
305,2025-05-21,Sofia,Oeste,Mouse,4,28.09,112.36,2025-05
306,2024-09-08,Jorge,Este,Laptop,3,1281.89,3845.67,2024-09
307,2024-11-17,Diego,Oeste,Keyboard,6,113.32,679.92,2024-11
308,2025-07-02,Ana,Centro,Headphones,4,44.08,176.32,2025-07
309,2025-09-20,Valeria,Centro,Monitor,1,528.73,528.73,2025-09
310,2025-04-26,Carlos,Sur,Tablet,3,487.85,1463.5500000000002,2025-04
311,2025-03-14,Jorge,Este,Tablet,2,779.01,1558.02,2025-03
312,2024-03-04,Jorge,Este,Tablet,4,728.15,2912.6,2024-03
313,2025-01-30,Ana,Centro,Tablet,2,595.61,1191.22,2025-01
314,2024-07-26,Diego,Norte,Laptop,2,925.52,1851.04,2024-07
315,2024-02-14,Sofia,Este,Mouse,4,31.05,124.2,2024-02
316,2024-08-27,Jorge,Este,Mouse,4,27.04,108.16,2024-08
317,2024-04-03,Sofia,Este,Tablet,2,747.16,1494.32,2024-04
318,2024-06-01,Valeria,Oeste,Laptop,4,1447.52,5790.08,2024-06
319,2024-11-11,Sofia,Oeste,Keyboard,2,65.73,131.46,2024-11
320,2025-10-03,Diego,Este,Keyboard,4,62.92,251.68,2025-10
321,2024-10-16,Valeria,Oeste,Headphones,5,72.59,362.95000000000005,2024-10
322,2025-10-18,Sofia,Oeste,Monitor,1,526.83,526.83,2025-10
323,2025-02-20,Jorge,Sur,Headphones,1,31.45,31.45,2025-02
324,2025-12-27,Ana,Este,Headphones,4,86.47,345.88,2025-12
325,2024-11-21,Valeria,Norte,Monitor,5,354.24,1771.2,2024-11
326,2024-05-23,Ana,Oeste,Headphones,2,168.81,337.62,2024-05
327,2025-05-23,Maria,Centro,Keyboard,2,64.23,128.46,2025-05
328,2025-08-06,Valeria,Oeste,Monitor,5,578.43,2892.1499999999996,2025-08
329,2025-03-08,Maria,Este,Monitor,3,407.14,1221.42,2025-03
330,2025-07-19,Ana,Sur,Tablet,5,291.32,1456.6,2025-07
331,2024-10-27,Ana,Norte,Keyboard,4,55.81,223.24,2024-10
332,2024-03-05,Carlos,Centro,Mouse,2,20.03,40.06,2024-03
333,2025-01-30,Luis,Centro,Monitor,3,279.31,837.9300000000001,2025-01
334,2025-11-14,Carlos,Sur,Headphones,3,164.99,494.97,2025-11
335,2024-11-24,Sofia,Este,Tablet,4,777.36,3109.44,2024-11
336,2024-07-22,Maria,Norte,Keyboard,1,117.41,117.41,2024-07
337,2025-11-19,Carlos,Sur,Headphones,3,43.69,131.07,2025-11
338,2025-01-20,Luis,Oeste,Mouse,2,32.3,64.6,2025-01
339,2024-07-12,Carlos,Centro,Keyboard,3,78.95,236.85000000000002,2024-07
340,2024-10-08,Luis,Norte,Mouse,1,21.76,21.76,2024-10
341,2024-04-15,Carlos,Norte,Headphones,4,143.59,574.36,2024-04
342,2024-01-31,Carlos,Sur,Tablet,4,466.92,1867.68,2024-01
343,2025-12-31,Sofia,Norte,Mouse,4,39.75,159.0,2025-12
344,2025-03-27,Ana,Centro,Monitor,3,299.93,899.79,2025-03
345,2025-05-07,Jorge,Oeste,Headphones,1,113.6,113.6,2025-05
346,2025-10-23,Ana,Oeste,Keyboard,1,107.01,107.01,2025-10
347,2024-09-18,Sofia,Este,Tablet,4,265.08,1060.32,2024-09
348,2025-10-24,Jorge,Oeste,Mouse,4,18.53,74.12,2025-10
349,2025-07-31,Diego,Norte,Headphones,6,73.43,440.58000000000004,2025-07
350,2024-07-15,Ana,Norte,Monitor,6,434.52,2607.12,2024-07
351,2025-06-19,Jorge,Sur,Monitor,3,363.89,1091.67,2025-06
352,2025-08-06,Carlos,Oeste,Tablet,2,725.99,1451.98,2025-08
353,2024-03-24,Diego,Sur,Headphones,3,97.3,291.9,2024-03
354,2024-09-29,Luis,Centro,Laptop,4,1288.76,5155.04,2024-09
355,2025-06-10,Ana,Norte,Headphones,4,31.69,126.76,2025-06
356,2024-07-09,Valeria,Oeste,Mouse,2,21.69,43.38,2024-07
357,2025-03-15,Luis,Este,Tablet,2,777.87,1555.74,2025-03
358,2025-10-03,Maria,Sur,Mouse,1,23.52,23.52,2025-10
359,2024-05-04,Jorge,Este,Mouse,6,33.83,202.98,2024-05
360,2024-08-01,Sofia,Oeste,Mouse,2,36.19,72.38,2024-08
361,2025-05-17,Maria,Centro,Mouse,5,36.33,181.64999999999998,2025-05
